"dc.AccrualPeriodicity","dc.AccrualPolicy","dc.contributor.author","dc.contributor.other","dc.coverage.spatial","dc.coverage.temporal","dc.coverage.vigencia","dc.date.created","dc.date.issued","dc.date.validfinal","dc.date.validinici","dc.description","dc.description.LegislationChangedBy","dc.description.LegislationChanges","dc.description.abstract","dc.description.sponsorship","dc.description.tableofcontents","dc.description.version","dc.disposal","dc.format","dc.format.extent","dc.identifier.BG","dc.identifier.ab","dc.identifier.citation","dc.identifier.entitat","dc.identifier.isbn","dc.identifier.mandat","dc.identifier.uri","dc.language","dc.publisher","dc.relation","dc.relation.hasformat","dc.relation.haspart","dc.relation.hasversion","dc.relation.isbasedon","dc.relation.isbasisfor","dc.relation.isformatof","dc.relation.ispartof","dc.relation.isreferencedby","dc.relation.isreplacedby","dc.relation.isrequiredby","dc.relation.isversionof","dc.relation.references","dc.relation.replaces","dc.relation.requires","dc.relation.uri","dc.rights","dc.rights.accessrights","dc.rights.notes","dc.rights.rightsHolder","dc.rights.uri","dc.source","dc.subject","dc.subject.category","dc.subject.forma","dc.subject.programme","dc.title","dc.title.alternative","dc.type",
"","","Ajuntament de Barcelona","","","1979","","1979","1979","","","","","","","Digitalitzat per Artyplan per encàrrec del SEDAC","","","","application/pdf","717 p.","","","","","","","http://hdl.handle.net/11703/110861","cas","Ajuntament de Barcelona","","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | http://creativecommons.org/licenses/by/4.0/deed.en | http://creativecommons.org/licenses/by/4.0/deed.es","Barcelona: Ajuntament de Barcelona","Organització i organigrames | Política i govern | Organization and flowcharts | Politics and government | Organización y organigramas | Política y gobierno","Sector públic","monografies | documents digitalitzats | decrets | acords","","Acuerdos municipales y decretos de la Alcaldía de carácter general  [1979]","","text",
"","","Gabinet Estudis Econòmics | Àrea de Medi Ambient | Agència Local d'Energia de Barcelona | Barcelona Regional Agència de Desenvolupament Urbà, S.A. | París López, Antoni","","Barcelona | Barcelona | Barcelona","2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009","","2013","2013","","","Aquest estudi forma part del conjunt de documents sectorials que han servit de material tècnic de base per a la redacció del Pla de l'energia, canvi climàtic i qualitat de l'aire de Barcelona 2011-2020 (PECO) i de la Diagnosi energètica de Barcelona.","","","","","","","Drets revisats. El document informa explícitament sobre la llicència CC o CopyLeft.","application/pdf","45 p.","","","","societats mercantils | consorcis","","","http://hdl.handle.net/11703/97810","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Economia | Economia ambiental | Economia urbana | Economics | Environmental economics | Urban economics | Economía | Economía ambiental | Economía urbana","Economia | Medi ambient","monografies","Pla d'Energia, Canvi Climàtic i Qualitat de l'Aire 2011-2020 (Barcelona)","Anàlisi de l'economia de Barcelona","","text",
"","","Fàbrica del Sol (Barcelona)","","Barcelona | Barcelona | Barcelona","","","2014","2014","","","Forma part de la col·lecció: Càpsules de sostenibilitat","","","","","","","","application/pdf","1 p.","BAB_13861","","","","","","http://hdl.handle.net/11703/91373","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Animals | Papallones | Animals | Butterflies | Animales | Mariposas","Medi ambient","monografies","","Estem perdent papallones","","text",
"","","Consell Assessor de la Gent Gran de Barcelona | Àrea d'Acció Social i Ciutadania","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","A la coberta: Barcelona social","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","2 p.","17762","","","consells","","","http://hdl.handle.net/11703/91195","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Persones grans | Older people | Ancianos","Societat i benestar","monografies","","Les veus de la gent gran, Barcelona inclusiva i solidària","Barcelona inclusiva i solidària","text",
"","","Àrea de Qualitat de Vida, Igualtat i Esports | Consorci Institut d'Estudis Regionals i Metropolitans de Barcelona","","Barcelona | Barcelona | Barcelona","","","2013","2013","","","","","","","","","","","application/pdf","64 p.","EST_18500","","","","","","http://hdl.handle.net/11703/91409","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Discriminació en el treball | Igualtat d'oportunitats educatives | Igualtat retributiva | Pobresa | Discrimination in employment | Educational equalization | Pay equity | Poverty | Discriminación en el trabajo | Igualdad de oportunidades en la enseñanza | Igualdad salarial | Pobreza","Societat i benestar","monografies","","Desigualtat social i pobresa a la ciutat de Barcelona en temps de crisi","","text",
"","","Ariza, Carles | Agència de Salut Pública de Barcelona | Consorci Sanitari de Barcelona","","Barcelona | Barcelona | Barcelona","","","2011-09","2011-09","","","","","","","","","","","application/pdf","36 p.","14069","","","","","","http://hdl.handle.net/11703/91138","cat","Consorci Sanitari de Barcelona | Agència de Salut Pública","http://hdl.handle.net/11703/91139","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","Agència de Salut Pública de Barcelona","","","Drogoaddicció | Hàbit de fumar | Joventut | Drogues i joventut | Drug addiction | Tobbacco habit | Youth | Narcotics and youth | Drogadicción | Hábito de fumar | Jóvenes | Drogas y juventud","Salut | Educació","monografies","","PASE.bcn: prevenció de les addicions a substàncies a l'escola: material per l'alumnat [4a ed.]","","text",
"","","Agenda 21 BCN | International Council for Local Environmental Initiatives","","Barcelona | Barcelona | Barcelona","","","2005","2005","","","Forma part de la col·lecció: Documents Agenda21Bcn; 11","","","","","","","","application/pdf","21 p.","BAB_10585","","","","","","http://hdl.handle.net/11703/91291","cat","Ajuntament","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Desenvolupament sostenible | Festes | Medi ambient | Sustainable development | Festivals | Environment | Desarrollo sostenible | Fiestas | Medio ambiente","Medi ambient","monografies","","L'ambientalització d'esdeveniments","","text",
"","","Parcs i Jardins de Barcelona, Institut Municipal | Àrea de Medi Ambient","","Barcelona. Districte 10. Sant Martí | Hort Masia Can Cadena (Barcelona) | Barcelona. District 10. Sant Martí | Hort Masia Can Cadena (Barcelona) | Barcelona. Distrito 10. Sant Martí | Hort Masia Can Cadena (Barcelona)","","","2008","2008","","","","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","5 p.","BAB_11055","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/91363","cat","Ajuntament de Barcelona. Parcs i Jardins de Barcelona","","","","","","","","http://hdl.handle.net/11703/91360 | http://hdl.handle.net/11703/91361 | http://hdl.handle.net/11703/89937","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","","De l'edició: Ajuntament de Barcelona i Institut Municipal de Parcs i Jardins | De les fotografies i il·lustracions: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Educació ambiental | Animals | Plantes | Material didàctic | Environmental education | Animals | Plants | Teaching materials | Educación ambiental | Animales | Plantas | Material didáctico","Medi ambient","monografies","","Coneguem els animals i les plantes: Orientacions per als professors","","text",
"","","Advanced Leisure Services, S.L. | Ajuntament de Barcelona | Turisme de Barcelona","","Barcelona | Barcelona | Barcelona","","","2009-07","2009-07","","","Estudi elaborat per ALS. Advanced Leisure Services | Febrer-Juliol 2009 | En el marc de la realització del Pla Estratègic de Turisme de la Ciutat de Barcelona, s'han encarregat diversos estudis a grups de recerca universitaris i a empreses especialitzades en l'anàlisi del turisme, amb l'objectiu de generar nou coneixement aplicable al procés de reflexió sobre el turisme i la ciutat endegat pel Pla. Aquests estudis han estat coordinats per l'Oficina del Pla Estratègic de Turisme de la Ciutat de Barcelona","","","","","","","","application/pdf","48 p.","9516","","","consorcis","","","http://hdl.handle.net/11703/90055","cat","Turisme de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Turisme urbà | Referenciació (Economia) | Urban tourism | Benchmarking (Management) | Turismo urbano | Benchmarking","Turisme","monografies","Pla Estratègic de Turisme de la Ciutat de Barcelona 2010-2015","Benchmarking Barcelona: síntesi de l'estudi","","text",
"","","Borràs, Irene | Direcció de Participació Ciutadana | Agència Municipal de Serveis Associatius-Torre Jussana","Hernández, Francesc | Luna, Luis Miguel","Barcelona | Barcelona | Barcelona","","","2001","2001","","","Forma part de la col·lecció: Útils pràctics. Barcelona associacions; 12","","","","","","","","application/pdf","117 p.","9651","","","","","","http://hdl.handle.net/11703/91016","cat","Torre Jussana. Serveis Associatius | Consell Municipal d'Associacions de Barcelona | Ajuntament de Barcelona. Participació Ciutadana","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Associacions, institucions, etc. | Entitats sense ànim de lucre | Associations, institutions, etc. | Nonprofit organizations | Asociaciones, instituciones, etc. | Organizaciones no lucrativas","Societat i benestar","monografies","","Gestió econòmica","","text",
"","","Direcció d'Educació Ambiental i Participació | Centre d'Ecologia i Projectes Alternatius | Agenda 21 BCN","","Barcelona | Barcelona | Barcelona","","","2001","2001","","","Al colofó: ""Esta Guía de Educación Ambiental es una contribución al proceso de elaboración de la Agenda 21 de Barcelona"" | Forma part de la col·lecció: Guiías de educación ambiental; 4","","","","","","","","application/pdf","36 p.","3071","","","","","","http://hdl.handle.net/11703/90480","cas","Ajuntament de Barcelona. Sector de Manteniment i Serveis. Direcció de Participació i Educació ambiental","http://hdl.handle.net/11703/90481","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Residus | Educació ambiental | Waste products | Environmental education | Residuos | Educación ambiental","Medi ambient","monografies","","Propuestas sencillas para reducir los residuos","","text",
"","","Regidoria de Dona i Drets Civils | Plataforma per la Llengua","","Barcelona | Barcelona | Barcelona","","","2013","2013","","","","","","","","","","","application/pdf","2 p.","13338","","","associacions","","","http://hdl.handle.net/11703/90107","cat","","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Drets humans | Drets civils | Català | Human rights | Civil rights | Catalan language | Derechos humanos | Derechos políticos y civiles | Catalán","Societat i benestar | Cultura i oci","monografies","","Coneix els Drets lingüístics: fes-ne ús","","text",
"","","Barcelona Activa, S.A. | Àrea d'Economia, Empresa i Ocupació","","Barcelona | Barcelona | Barcelona","","","2014","2014","","","","","","","","","","","application/pdf","137 p.","17805","","","societats mercantils","","","http://hdl.handle.net/11703/91200","eng","Ajuntament de Barcelona","http://hdl.handle.net/11703/90891","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Business enterprises | Empresas","Economia","monografies","","Welcome to Barcelona: practical relocation guide for business people","","text",
"","","Agència de Salut Pública de Barcelona | Consorci Sanitari de Barcelona","","Bon Pastor (Barcelona : Barri) | Baró de Viver (Barcelona : Barri) | Bon Pastor (Barcelona : Neighborhood) | Baró de Viver (Barcelona : Neighborhood) | Bon Pastor (Barcelona : Barrio) | Baró de Viver (Barcelona : Barrio)","","","2011","2011","","","","","","","","","","","application/pdf","72 p.","","","","","","","http://hdl.handle.net/11703/88151","cat","Agència de Salut Pública de Barcelona","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Agència de Salut Pública de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Indicadors de salut | Health status indicators | Indicadores de salud","Salut","monografies","Programa Salut als Barris (Barcelona)","Salut als barris : diagnòstic : Bon Pastor i Baró de Viver","","text",
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","No","1971-12-06","1974","1991-11-20","1974-03-02","Aprovada pel Plenari del Consell Municipal de 25-04-1971, de 25-04-1972 i de 06-12-1972 | Derogada per l'Ordenança de circulació de vianants i de vehicles [1991]","","","","Digitalitzat pel SEDAC","","","","application/pdf","60 p.","6524","","","","","","http://hdl.handle.net/11703/99321","cas","Imp. Hogar","http://hdl.handle.net/11703/91622","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Circulació urbana | Vianants | Urban traffic | Pedestrians | Circulación urbana | Peatones","Legislació i justícia | Transport","monografies | ordenances municipals | documents digitalitzats","","Ordenanza de circulación [1971] [ed. 1974]","","text",
