unit,age,sex,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,Y15,T,ED2,HU	12794 	12861 	12318 	12747 	14011 	: 
NR,Y15,T,ED2,IE	41301 	39519 	39150 	39234 	37890 	: 
NR,Y15,T,ED2,IS	4155 	4298 	4160 	4217 	4255 	: 
NR,Y15,T,ED2,IT	15475 	16543 	18057 	20056 	22465 	: 
NR,Y15,T,ED2,LI	169 	273 	279 	285 	310 	: 
NR,Y15,T,ED2,LT	27397 	29903 	32199 	33143 	34114 	: 
NR,Y15,T,ED2,LU	2616 	2671 	2562 	2589 	2768 	: 
NR,Y15,T,ED2,LV	16393 	17125 	16252 	15550 	15965 	: 
NR,Y15,T,ED2,ME	571 	550 	0 	: 	: 	: 
NR,Y15,T,ED2,MK	757 	344 	1860 	544 	666 	: 
NR,Y15,T,ED2,MT	22 	26 	42 	29 	37 	: 
NR,Y15,T,ED2,NL	144192 	148517 	145677 	144885 	140986 	: 
NR,Y15,T,ED2,NO	62219 	63951 	63836 	62794 	64280 	: 
NR,Y15,T,ED2,PL	340174 	350511 	354567 	367296 	385239 	: 
NR,Y15,T,ED2,PT	36969 	40245 	41721 	42363 	43506 	: 
NR,Y15,T,ED2,RO	23847 	25602 	24681 	24589 	23233 	: 
NR,Y15,T,ED2,RS	2057 	1721 	1725 	2944 	4796 	: 
NR,Y15,T,ED2,SE	105949 	102421 	96934 	96399 	96374 	: 
NR,Y15,T,ED2,SI	1524 	1460 	1175 	1120 	1150 	: 
NR,Y15,T,ED2,SK	24887 	26052 	26896 	27396 	26077 	: 
NR,Y15,T,ED2,TR	34243 	46503 	51118 	85915 	84467 	: 
NR,Y15,T,ED2,UK	8201 	: 	2475 	2667 	3799 	: 
NR,Y15,T,ED3,AT	71831 	74309 	73596 	76273 	78558 	: 
NR,Y15,T,ED3,BE	110295 	109873 	107633 	108113 	109292 	: 
NR,Y15,T,ED3,BG	48693 	52771 	54399 	50294 	48422 	: 
NR,Y15,T,ED3,CH	23628 	23922 	23169 	22370 	21717 	: 
NR,Y15,T,ED3,CY	8097 	8279 	8513 	8655 	8881 	: 
NR,Y15,T,ED3,CZ	42144 	42216 	40670 	40630 	41701 	: 
NR,Y15,T,ED3,DE	156329 	159255 	158706 	154456 	150166 	135606 
NR,Y15,T,ED3,DK	714 	644 	643 	634 	655 	: 
NR,Y15,T,ED3,EE	177 	204 	201 	176 	1584 	: 
NR,Y15,T,ED3,EL	91041 	93036 	89795 	90807 	93814 	: 
NR,Y15,T,ED3,ES	298313 	292895 	278421 	264518 	266130 	: 
NR,Y15,T,ED3,EU28	: 	3226812 	3164240 	3137296 	3127896 	: 
NR,Y15,T,ED3,FI	292 	303 	292 	304 	426 	: 
NR,Y15,T,ED3,FR	648404 	636060 	593470 	570345 	545167 	: 
NR,Y15,T,ED3,HR	38881 	41163 	42514 	45560 	47669 	: 
NR,Y15,T,ED3,HU	82215 	81665 	79678 	82333 	84355 	: 
NR,Y15,T,ED3,IE	23068 	22667 	22800 	22577 	22235 	: 
NR,Y15,T,ED3,IS	60 	71 	67 	68 	49 	: 
NR,Y15,T,ED3,IT	542942 	549207 	539374 	538168 	533092 	: 
NR,Y15,T,ED3,LI	117 	112 	108 	88 	120 	: 
NR,Y15,T,ED3,LT	12 	11 	25 	26 	23 	: 
NR,Y15,T,ED3,LU	3511 	3521 	3473 	3363 	3498 	: 
NR,Y15,T,ED3,LV	1039 	791 	838 	803 	829 	: 
NR,Y15,T,ED3,ME	7202 	7270 	7910 d	: 	: 	: 
NR,Y15,T,ED3,MK	: 	: 	: d	: d	21230 	: 
NR,Y15,T,ED3,MT	4046 	4383 	4344 	4648 	4834 	: 
NR,Y15,T,ED3,NL	60476 	59368 	56763 	55117 	52752 	: 
NR,Y15,T,ED3,NO	235 	325 	278 	310 	301 	: 
NR,Y15,T,ED3,PL	4803 	4610 	4702 	4163 	3245 d	: 
NR,Y15,T,ED3,PT	68225 	71670 	68919 	65820 	65975 	: 
NR,Y15,T,ED3,RO	151079 	159880 	161509 	166144 	164814 	: 
NR,Y15,T,ED3,RS	65497 	63569 	63297 	36388 	70383 	: 
NR,Y15,T,ED3,SE	1765 	1837 	1772 	1770 	1886 	: 
NR,Y15,T,ED3,SI	16194 	17034 	16410 	16910 	17239 	: 
NR,Y15,T,ED3,SK	25112 	27234 	27391 	27872 	30793 	: 
NR,Y15,T,ED3,TR	1170449 	1150900 	1148176 	1123113 	1050735 	: 
NR,Y15,T,ED3,UK	697354 	711926 	727389 	736817 	749862 	: 
NR,Y15,T,ED4,AT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,BE	7 	17 	1 	15 	12 	: 
NR,Y15,T,ED4,BG	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,CH	68 	65 	70 	73 	72 	: 
NR,Y15,T,ED4,CY	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,CZ	: d	: d	: d	: d	0 	: 
NR,Y15,T,ED4,DE	1294 	1134 	835 	453 	434 	30 
NR,Y15,T,ED4,DK	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED4,EE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,EL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,ES	0 	0 	0 	0 d	: 	: 
NR,Y15,T,ED4,EU28	: 	1269 	1098 	660 	: 	: 
NR,Y15,T,ED4,FI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,FR	0 	1 	5 	3 	0 	: 
NR,Y15,T,ED4,HR	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED4,HU	47 	3 	153 	137 	86 	: 
NR,Y15,T,ED4,IE	4 	113 	104 	52 	22 	: 
NR,Y15,T,ED4,IS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,IT	: 	0 	0 	0 	: z	: 
NR,Y15,T,ED4,LI	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED4,LT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,LU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,LV	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,ME	: z	: z	: 	: 	: 	: 
NR,Y15,T,ED4,MK	0 	0 	0 	0 	: d	: 
NR,Y15,T,ED4,MT	0 	1 	0 	0 	0 	: 
NR,Y15,T,ED4,NL	: z	: z	: z	0 	0 	: 
NR,Y15,T,ED4,NO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,PL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,PT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,RO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,RS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,SE	0 	0 	0 	0 	2 	: 
NR,Y15,T,ED4,SI	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED4,SK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED4,TR	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED4,UK	: zd	: z	: z	: z	: z	: 
NR,Y15,T,ED5,AT	0 	0 	0 	0 	1 	: 
NR,Y15,T,ED5,BE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,BG	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,CH	0 	0 	3 	0 	0 	: 
NR,Y15,T,ED5,CY	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,CZ	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,DE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,DK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,EE	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,EL	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,ES	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,EU28	: 	215 	127 	68 	164 	: 
NR,Y15,T,ED5,FI	: z	: z	: z	0 	0 	: 
NR,Y15,T,ED5,FR	6 	9 	28 	6 	6 	: 
NR,Y15,T,ED5,HR	0 	0 	0 	0 	: d	: 
NR,Y15,T,ED5,HU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,IE	0 	0 	0 	0 	: 	: 
NR,Y15,T,ED5,IS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,IT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,LI	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,LT	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,LU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,LV	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,ME	: z	: z	: 	: 	: 	: 
NR,Y15,T,ED5,MK	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,MT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,NL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,NO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,PL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,PT	0 	0 	0 	: z	: z	: 
NR,Y15,T,ED5,RO	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,RS	: z	: z	: z	: z	: z	: 
NR,Y15,T,ED5,SE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,SI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,SK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED5,TR	50 	25 	93 	82 	0 	: 
NR,Y15,T,ED5,UK	79 d	206 	99 	62 	158 	: 
NR,Y15,T,ED6,AT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,BE	13 	15 	3 	11 	178 	: 
NR,Y15,T,ED6,BG	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,CH	0 	0 	5 	1 	1 	: 
NR,Y15,T,ED6,CY	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,CZ	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,DE	60 	54 	253 	43 	36 	0 
NR,Y15,T,ED6,DK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,EE	0 	1 	1 	1 	0 	: 
NR,Y15,T,ED6,EL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,ES	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,EU28	: 	111 	302 	130 	301 	: 
NR,Y15,T,ED6,FI	0 	0 	1 	0 	1 	: 
NR,Y15,T,ED6,FR	17 	14 	17 	34 	26 	: 
NR,Y15,T,ED6,HR	0 	0 	0 	0 	0 d	: 
NR,Y15,T,ED6,HU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,IE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,IS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,IT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,LI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,LT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,LU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,LV	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,MK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,MT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,NL	3 	3 	3 	5 	5 	: 
NR,Y15,T,ED6,NO	3 	0 	0 	0 	1 	: 
NR,Y15,T,ED6,PL	8 d	1 d	0 d	0 	0 	: 
NR,Y15,T,ED6,PT	0 	0 	0 	0 	1 	: 
NR,Y15,T,ED6,RO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,RS	0 	0 	133 	0 	0 	: 
NR,Y15,T,ED6,SE	1 	2 	10 	3 	3 	: 
NR,Y15,T,ED6,SI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED6,SK	0 	0 	0 d	0 	0 d	: 
NR,Y15,T,ED6,TR	48 	53 	90 	133 	0 	: 
NR,Y15,T,ED6,UK	23 	21 	14 	33 	51 	: 
NR,Y15,T,ED7,AT	0 	0 	0 	0 	2 	: 
NR,Y15,T,ED7,BE	0 	0 	0 	0 	17 	: 
NR,Y15,T,ED7,BG	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,CH	0 	1 	0 	0 	0 	: 
NR,Y15,T,ED7,CY	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,CZ	0 	0 	0 	1 	0 	: 
NR,Y15,T,ED7,DE	11 	16 	15 	20 	12 	: 
NR,Y15,T,ED7,DK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,EE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,EL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,ES	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,EU28	: 	16 	19 	24 	32 	: 
NR,Y15,T,ED7,FI	0 	0 	1 	0 	0 	: 
NR,Y15,T,ED7,FR	0 	0 	1 	1 	0 	: 
NR,Y15,T,ED7,HR	0 	0 	1 	0 	0 	: 
NR,Y15,T,ED7,HU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,IE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,IS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,IT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,LI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,LT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,LU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,LV	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,MK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,MT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,NL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,NO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,PL	1 d	0 d	0 d	0 	0 	: 
NR,Y15,T,ED7,PT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,RO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,RS	0 	0 	14 	0 	0 	: 
NR,Y15,T,ED7,SE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED7,SI	0 d	0 	0 	0 	0 	: 
NR,Y15,T,ED7,SK	0 	0 	: d	: d	: d	: 
NR,Y15,T,ED7,TR	0 	4 	2 	0 	0 	: 
NR,Y15,T,ED7,UK	0 	0 	1 	2 	3 	: 
NR,Y15,T,ED8,AT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,BE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,BG	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,CH	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,CY	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,CZ	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,DE	0 d	0 d	0 	0 	0 	0 
NR,Y15,T,ED8,DK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,EE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,EL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,ES	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,EU28	: 	0 	0 	1 	0 	: 
NR,Y15,T,ED8,FI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,FR	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,HR	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,HU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,IE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,IS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,IT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,LI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,LT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,LU	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,LV	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,MK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,MT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,NL	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,NO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,PL	0 d	0 d	0 	0 	0 	: 
NR,Y15,T,ED8,PT	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,RO	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,RS	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,SE	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,SI	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,SK	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,TR	0 	0 	0 	0 	0 	: 
NR,Y15,T,ED8,UK	0 	0 	0 	1 	0 	: 
NR,Y16,F,ED0,AT	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,BE	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,BG	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,CH	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,CY	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,CZ	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,DE	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,DK	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,EE	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,EL	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,ES	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,EU28	: 	415 	442 	422 	418 	: 
NR,Y16,F,ED0,FI	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,FR	450 	415 	442 	422 	418 	: 
NR,Y16,F,ED0,HR	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,HU	0 	0 	0 	0 	: 	: 
NR,Y16,F,ED0,IE	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,IS	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,IT	0 	0 	0 	0 	: z	: 
NR,Y16,F,ED0,LI	: 	0 	: 	: 	: 	: 
NR,Y16,F,ED0,LT	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,LU	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,LV	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,ME	0 	0 	0 	: 	: 	: 
NR,Y16,F,ED0,MK	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,MT	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,NL	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,NO	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,PL	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,PT	0 	0 	0 e	0 	0 	: 
NR,Y16,F,ED0,RO	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,RS	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,SE	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,SI	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,SK	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,TR	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED0,UK	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,AT	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,BE	0 	0 	0 	5 	0 	: 
NR,Y16,F,ED1,BG	18 	28 	27 	29 	26 	: 
NR,Y16,F,ED1,CH	48 	27 	15 	1 	0 	: 
NR,Y16,F,ED1,CY	6 	10 	8 	10 	15 	: 
NR,Y16,F,ED1,CZ	3 	4 	5 	2 	20 	: 
NR,Y16,F,ED1,DE	0 	0 	0 	0 	0 	0 
NR,Y16,F,ED1,DK	8 	25 	25 	13 	16 	: 
NR,Y16,F,ED1,EE	4 	1 	2 	1 	2 	: 
NR,Y16,F,ED1,EL	30 	56 	69 	37 	55 	: 
NR,Y16,F,ED1,ES	58 	82 	33 	32 	62 	: 
NR,Y16,F,ED1,EU28	: 	2961 	3068 	3499 	3680 	: 
NR,Y16,F,ED1,FI	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,FR	1756 	1749 	1674 	1843 	1749 	: 
NR,Y16,F,ED1,HR	0 	1 	0 	0 	2 	: 
NR,Y16,F,ED1,HU	18 	17 	15 	14 	24 	: 
NR,Y16,F,ED1,IE	2 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,IS	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,IT	430 	0 	154 	326 	639 	: 
NR,Y16,F,ED1,LI	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,LT	5 	1 	6 	4 	5 	: 
NR,Y16,F,ED1,LU	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,LV	17 	16 	26 	37 	32 	: 
NR,Y16,F,ED1,ME	2 	2 	0 	: 	: 	: 
NR,Y16,F,ED1,MK	6 	5 	2 	1 	6 	: 
NR,Y16,F,ED1,MT	1 	0 	2 	0 	1 	: 
NR,Y16,F,ED1,NL	1 	0 	5 	4 	94 	: 
NR,Y16,F,ED1,NO	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED1,PL	272 	301 	340 	352 	351 	: 
NR,Y16,F,ED1,PT	450 	494 	530 	613 	467 	: 
NR,Y16,F,ED1,RO	65 	59 	0 	59 	0 	: 
NR,Y16,F,ED1,RS	28 	29 	28 	42 	49 	: 
NR,Y16,F,ED1,SE	6 	6 	24 	27 	28 	: 
NR,Y16,F,ED1,SI	9 	10 	2 	3 	8 	: 
NR,Y16,F,ED1,SK	103 	101 	121 	88 	84 	: 
NR,Y16,F,ED1,TR	: d	: d	: 	9714 e	10227 e	: 
NR,Y16,F,ED1,UK	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED2,AT	606 	616 	585 	549 	580 	: 
NR,Y16,F,ED2,BE	2514 	2444 	2347 	2479 	3044 	: 
NR,Y16,F,ED2,BG	657 	618 	610 	638 	766 	: 
NR,Y16,F,ED2,CH	5826 	5907 	6193 	6576 	7109 	: 
NR,Y16,F,ED2,CY	58 	40 	47 	53 	58 	: 
NR,Y16,F,ED2,CZ	1326 	1357 	1372 	1338 	1479 	: 
NR,Y16,F,ED2,DE	154897 	154984 	160886 	169339 	173163 	169593 
NR,Y16,F,ED2,DK	17943 	18567 	18855 	19007 	19506 	: 
NR,Y16,F,ED2,EE	1296 	1295 	1213 	1260 	423 	: 
NR,Y16,F,ED2,EL	1457 	1385 	1317 	1649 	1650 	: 
NR,Y16,F,ED2,ES	20577 	21188 	22535 	22406 	23369 	: 
NR,Y16,F,ED2,EU28	: 	: 	336545 	350665 	345153 	: 
NR,Y16,F,ED2,FI	2048 	2099 	2158 	2171 	2267 	: 
NR,Y16,F,ED2,FR	5798 	6487 	7943 	8367 	9933 	: 
NR,Y16,F,ED2,HR	38 	49 	78 	50 	55 	: 
NR,Y16,F,ED2,HU	1314 	1333 	1374 	1496 	1877 	: 
NR,Y16,F,ED2,IE	1501 	1284 	1321 	1305 	1479 	: 
NR,Y16,F,ED2,IS	3 	4 	8 	8 	4 	: 
NR,Y16,F,ED2,IT	2486 	2015 	3267 	2260 	4469 	: 
NR,Y16,F,ED2,LI	3 	36 	21 	26 	28 	: 
NR,Y16,F,ED2,LT	12621 	13601 	13406 	13466 	14808 	: 
NR,Y16,F,ED2,LU	482 	512 	490 	489 	512 	: 
NR,Y16,F,ED2,LV	1172 	1147 	1144 	1200 	1412 	: 
NR,Y16,F,ED2,ME	27 	20 	0 	: 	: 	: 
NR,Y16,F,ED2,MK	68 	20 	68 	62 	66 	: 
NR,Y16,F,ED2,MT	15 	9 	17 	17 	26 	: 
NR,Y16,F,ED2,NL	32980 	32671 	32848 	32485 	32705 	: 
NR,Y16,F,ED2,NO	0 	0 	0 	0 	103 	: 
NR,Y16,F,ED2,PL	10515 	10974 	11616 	12579 	13015 	: 
NR,Y16,F,ED2,PT	8207 	8986 	9885 	9618 	9502 	: 
NR,Y16,F,ED2,RO	2750 	2903 	2081 	2166 	2170 	: 
NR,Y16,F,ED2,RS	213 	205 	221 	214 	266 	: 
NR,Y16,F,ED2,SE	2646 	2418 	2268 	2406 	2316 	: 
NR,Y16,F,ED2,SI	88 	77 	70 	81 	64 	: 
NR,Y16,F,ED2,SK	2133 	2163 	2082 	2012 	1844 	: 
NR,Y16,F,ED2,TR	6452 	9362 	15036 	43574 	17670 	: 
NR,Y16,F,ED2,UK	44328 	: 	34730 	39780 	22661 	: 
NR,Y16,F,ED3,AT	37890 	37758 	38915 	40191 	41454 	: 
NR,Y16,F,ED3,BE	58672 	57380 	57068 	58255 	58371 	: 
NR,Y16,F,ED3,BG	25633 	26645 	24433 	23515 	26355 	: 
NR,Y16,F,ED3,CH	32469 	31844 	31952 	31722 	31850 	: 
NR,Y16,F,ED3,CY	4362 	4569 	4549 	4823 	4907 	: 
NR,Y16,F,ED3,CZ	41746 	41316 	41633 	41934 	41840 	: 
NR,Y16,F,ED3,DE	208543 	206787 	210932 	213539 	203427 	191058 
NR,Y16,F,ED3,DK	14130 	13225 	12937 	13308 	12932 	: 
NR,Y16,F,ED3,EE	4439 	4244 	4170 	4295 	5586 	: 
NR,Y16,F,ED3,EL	47843 	46174 	46882 	47708 	49129 	: 
NR,Y16,F,ED3,ES	191865 	185824 	175773 	180383 	176351 	: 
NR,Y16,F,ED3,EU28	: 	2166361 	2181796 	2193413 	2165743 	: 
NR,Y16,F,ED3,FI	25207 	25614 	25287 	25771 	26348 	: 
NR,Y16,F,ED3,FR	391541 	373749 	367764 	357624 	357468 	: 
NR,Y16,F,ED3,HR	20528 	21493 	23025 	24049 	24494 	: 
NR,Y16,F,ED3,HU	42774 	41704 	43056 	44539 	48170 	: 
NR,Y16,F,ED3,IE	28882 	28668 	28716 	28319 	27170 	: 
NR,Y16,F,ED3,IS	2101 	2066 	2045 	2046 	2113 	: 
NR,Y16,F,ED3,IT	265000 	259996 	259291 	258611 	257286 	: 
NR,Y16,F,ED3,LI	162 	153 	156 	162 	135 	: 
NR,Y16,F,ED3,LT	1720 	1971 	2490 	3017 	2497 	: 
NR,Y16,F,ED3,LU	2457 	2401 	2357 	2409 	2295 	: 
NR,Y16,F,ED3,LV	7601 	7007 	6771 	6804 	7104 	: 
NR,Y16,F,ED3,ME	3716 	3522 	3785 	: 	: 	: 
NR,Y16,F,ED3,MK	: 	: 	: d	: d	10725 	: 
NR,Y16,F,ED3,MT	1927 	1855 	2051 	1972 	1917 	: 
NR,Y16,F,ED3,NL	68712 	65933 	64820 	62248 	60417 	: 
NR,Y16,F,ED3,NO	30117 	30006 	29591 	30026 	30425 	: 
NR,Y16,F,ED3,PL	162651 	164007 	168970 	177347 	185534 	: 
NR,Y16,F,ED3,PT	47337 	45339 	43624 	44472 	43669 	: 
NR,Y16,F,ED3,RO	83238 	83295 	84424 	83936 	87354 	: 
NR,Y16,F,ED3,RS	31313 	30293 	31847 	31132 	34993 	: 
NR,Y16,F,ED3,SE	47773 	46105 	45692 	45833 	48126 	: 
NR,Y16,F,ED3,SI	8788 	8425 	8660 	8840 	9074 	: 
NR,Y16,F,ED3,SK	22453 	22927 	23604 	24353 	24894 	: 
NR,Y16,F,ED3,TR	556178 	534510 	529952 	502532 	466170 	: 
NR,Y16,F,ED3,UK	308003 	341950 	363903 	365318 	331573 	: 
NR,Y16,F,ED4,AT	24 	55 	43 	30 	59 	: 
NR,Y16,F,ED4,BE	48 	51 	13 	48 	52 	: 
NR,Y16,F,ED4,BG	0 	0 	0 	0 	0 	: 
NR,Y16,F,ED4,CH	102 	116 	162 	153 	178 	: 
